gene_symbol,gene_name,regulation,entrez_id,p_value,BH_adjusted_p_value,bonferroni_p_value,probe_id,X,probe_name,is_reannotated,chromosome
SLC5A6,solute carrier family 5 member 6,Up,8884,0.7077285550488162,0.8733448860454521,1,1049206,33536,A_23_P102508,FALSE,chr2
BRPF1,bromodomain and PHD finger containing 1,Down,7862,0.7077285550488162,0.8733448860454521,1,1029672,15822,A_23_P250948,FALSE,chr3
GFM2,G elongation factor mitochondrial 2,Up,84340,0.7078600223012091,0.8733994903061002,1,1027890,14294,A_23_P213431,FALSE,chr5
PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase,Down,10606,0.7081229829275781,0.8736163054129319,1,1011084,594,A_24_P200427,FALSE,chr4
ARHGAP17,Rho GTPase activating protein 17,Up,55114,0.7082544762944909,0.8736708950003735,1,1024678,11500,A_23_P15113,FALSE,chr16
TMED10,transmembrane p24 trafficking protein 10,Up,10972,0.708385978359179,0.8737254818683112,1,1046735,31347,A_23_P14537,FALSE,chr14
FAM135A,family with sequence similarity 135 member A,Up,57579,0.7087805367045554,0.8739503759401123,1,1015269,3927,A_23_P58862,FALSE,chr6
LBH,LBH regulator of WNT signaling pathway,Down,81606,0.7090436190255456,0.8739503759401123,1,1038304,23658,A_23_P120227,FALSE,chr2
ENOX2,ecto-NOX disulfide-thiol exchanger 2,Up,10495,0.7091751732026524,0.8739503759401123,1,1047332,31863,A_24_P391468,FALSE,chrX
EDARADD,EDAR associated death domain,Up,128178,0.7091751732026524,0.8739503759401123,1,1030768,16785,A_23_P503233,FALSE,chr1
AGFG2,ArfGAP with FG repeats 2,Down,3268,0.7095698877579579,0.8739503759401123,1,1055473,38736,A_23_P311640,FALSE,chr7
INHBB,inhibin subunit beta B,Down,3625,0.7095698877579579,0.8739503759401123,1,1055002,38386,A_23_P153958,FALSE,chr2
PLA2G12A,phospholipase A2 group XIIA,Up,81579,0.7095698877579579,0.8739503759401123,1,1038312,23665,A_24_P706752,FALSE,chr4
BBS12,Bardet-Biedl syndrome 12,Up,166379,0.7095698877579579,0.8739503759401123,1,1033821,19524,A_32_P235796,FALSE,chr4
LIG1,DNA ligase 1,Down,3978,0.709701476605922,0.8739503759401123,1,1054572,38006,A_23_P39116,FALSE,chr19
AFAP1L1,actin filament associated protein 1 like 1,Up,134265,0.709701476605922,0.8739503759401123,1,1012918,1993,A_32_P167239,FALSE,chr5
SH3BP4,SH3 domain binding protein 4,Down,23677,0.7098330658875657,0.8739503759401123,1,1045440,30154,A_23_P79259,FALSE,chr2
ROM1,retinal outer segment membrane protein 1,Up,6094,0.709833074112749,0.8739503759401123,1,1052142,35917,A_23_P105002,FALSE,chr11
PLA2G7,phospholipase A2 group VII,Down,7941,0.7099646802748965,0.8739503759401123,1,1050037,34286,A_23_P145096,FALSE,chr6
POLR3G,RNA polymerase III subunit G,Down,10622,0.7099646802748965,0.8739503759401123,1,1047160,31706,A_23_P41942,FALSE,chr5
REEP6,receptor accessory protein 6,Down,92840,0.7099646802748965,0.8739503759401123,1,1036536,22018,A_23_P90510,FALSE,chr19
GAD2,glutamate decarboxylase 2,Up,2572,0.7099646802748965,0.8739503759401123,1,1056550,39509,A_23_P75008,FALSE,chr10
SLC43A2,solute carrier family 43 member 2,Up,124935,0.7100962950888215,0.8740049531734831,1,1035662,21219,A_24_P78862,FALSE,chr17_KI270861v1_alt
TMEM204,transmembrane protein 204,Up,79652,0.7102279185509808,0.8740595276354335,1,1067876,44000,A_23_P37685,FALSE,chr16
PPP1R16A,protein phosphatase 1 regulatory subunit 16A,Up,84988,0.7104911914058227,0.8741252141577556,1,1037155,22591,A_23_P157715,FALSE,chr8
CLASP2,cytoplasmic linker associated protein 2,Down,23122,0.710622840791414,0.8741252141577556,1,1023944,10864,A_23_P44295,FALSE,chr3
ACADM,acyl-CoA dehydrogenase medium chain,Down,34,0.710622840791414,0.8741252141577556,1,1013351,2331,CUST_16057_PI416261804,FALSE,chr1
JAZF1,JAZF zinc finger 1,Down,221895,0.7107544988110569,0.8741252141577556,1,1033101,18879,A_32_P36694,FALSE,chr7
ATXN1L,ataxin 1 like,Down,342371,0.7107544988110569,0.8741252141577556,1,1015454,4080,CUST_9406_PI416261804,FALSE,chr16
NSUN4,NOP2/Sun RNA methyltransferase 4,Down,387338,0.711017840738306,0.8741252141577556,1,1031493,17434,A_24_P272300,FALSE,chr1
SNAP23,synaptosome associated protein 23,Up,8773,0.711017840738306,0.8741252141577556,1,1030334,16401,CUST_10235_PI416261804,FALSE,chr15
CHRD,chordin,Down,8646,0.7111495246388149,0.8741252141577556,1,1049481,33778,A_23_P502047,FALSE,chr3
CENPB,centromere protein B,Down,1059,0.7114129182958517,0.8741252141577556,1,1058315,40928,A_23_P257905,FALSE,chr20
HMGB3,high mobility group box 3,Up,3149,0.7114129182958517,0.8741252141577556,1,1055626,38860,A_23_P217236,FALSE,chrX
WNT4,Wnt family member 4,Up,54361,0.7114129182958517,0.8741252141577556,1,1042961,27908,A_23_P11787,FALSE,chr1
SGK3,serum/glucocorticoid regulated kinase family member 3,Down,23678,0.7114129182958517,0.8741252141577556,1,1029889,16015,CUST_8179_PI416261804,FALSE,chr8
INIP,INTS3 and NABP interacting protein,Down,58493,0.7115446280452777,0.8741252141577556,1,1040329,25531,A_23_P397899,FALSE,chr9
UBA2,ubiquitin like modifier activating enzyme 2,Down,10054,0.711676346403906,0.8741252141577556,1,1047882,32361,A_24_P376229,FALSE,chr19
PCDHB18P,protocadherin beta 18 pseudogene,Down,54660,0.711676346403906,0.8741252141577556,1,1029783,15919,A_23_P390958,FALSE,chr5
TRIM3,tripartite motif containing 3,Down,10612,0.711939808934557,0.8741252141577556,1,1047174,46546,A_23_P150619,FALSE,chr11
RAPGEFL1,Rap guanine nucleotide exchange factor like 1,Up,51195,0.711939808934557,0.8741252141577556,1,1043656,28545,A_23_P152970,FALSE,chr17
PHOSPHO2,"phosphatase, orphan 2",Up,493911,0.711939808934557,0.8741252141577556,1,1023920,10842,A_23_P165788,FALSE,chr2
SLITRK2,SLIT and NTRK like family member 2,Down,84631,0.711939808934557,0.8741252141577556,1,1013542,2487,A_24_P305824,FALSE,chrX
LZTS2,leucine zipper tumor suppressor 2,Down,84445,0.7122033058593719,0.874341535475757,1,1037590,22989,A_23_P149847,FALSE,chr10
AFF2,AF4/FMR2 family member 2,Down,2334,0.71233506721070206,0.8743960974562356,1,1056907,39749,A_23_P217468,FALSE,chrX
HAUS1,HAUS augmin like complex subunit 1,Down,115106,0.7124668371499053,0.8744506566024209,1,1036176,46458,CUST_4418_PI416261804,FALSE,chr18
CAPN3,calpain 3,Down,825,0.7127304027776998,0.8746669428205743,1,1011680,1018,A_23_P218190,FALSE,chr15
AP1S3,adaptor related protein complex 1 subunit sigma 3,Up,130340,0.7128621984591736,0.8747214869954866,1,1064123,43089,A_23_P385295,FALSE,chr2
GLS2,glutaminase 2,Up,27165,0.7129940027142856,0.874776028324045,1,1044598,29386,A_24_P326739,FALSE,chr12
CCDC14,coiled-coil domain containing 14,Up,64770,0.71338946688584,0.8751013291211881,1,1039737,24987,A_23_P384056,FALSE,chr3
NINJ2,ninjurin 2,Down,4815,0.7135213053998902,0.8751013291211881,1,1053703,37261,A_23_P48109,FALSE,chr12
UBE2B,ubiquitin conjugating enzyme E2 B,Up,7320,0.7135213053998902,0.8751013291211881,1,1050504,34702,A_23_P167595,FALSE,chr5
MFSD13A,major facilitator superfamily domain containing 13A,Up,79847,0.7136531524697678,0.8751558497222943,1,1038882,45390,A_23_P337729,FALSE,chr10
TENT4B,terminal nucleotidyltransferase 4B,Up,64282,0.7137850080919081,0.8752103674583528,1,1021656,8965,A_24_P940197,FALSE,chr16
HIF3A,hypoxia inducible factor 3 subunit alpha,Up,64344,0.7139168722627458,0.8752648823260452,1,1039895,25133,A_23_P142187,FALSE,chr19
PTCH1,patched 1,Up,5727,0.7140487449787152,0.8753193943220533,1,1018769,6630,A_24_P106910,FALSE,chr9
SLC13A5,solute carrier family 13 member 5,Down,284111,0.7143125160317803,0.8755355612658808,1,1016265,4682,A_23_P66739,FALSE,chr17
NCBP2AS2,NCBP2 antisense 2 (head to head),Down,152217,0.7145763212225602,0.8757517171365461,1,1017802,5853,A_23_P6708,FALSE,chr3
SLC25A25,solute carrier family 25 member 25,Down,114789,0.714840160522499,0.875967861903121,1,1029917,16043,A_24_P355267,FALSE,chr9
UBE2D4,ubiquitin conjugating enzyme E2 D4 (putative),Up,51619,0.7151040339030292,0.8761839955346794,1,1043241,28165,CUST_8132_PI416261804,FALSE,chr7
TBPL1,TATA-box binding protein like 1,Down,9519,0.7154999078124111,0.876458009667518,1,1048489,32898,A_23_P168276,FALSE,chr6
INTS6L,integrator complex subunit 6 like,Down,203522,0.7156318827915311,0.876458009667518,1,1033362,19124,A_23_P363647,FALSE,chrX
PCDHB4,protocadherin beta 4,Down,56131,0.7157638662693551,0.876458009667518,1,1041332,26418,A_23_P81262,FALSE,chr5
MAGIX,"MAGI family member, X-linked",Up,79917,0.7158958582423062,0.876458009667518,1,1019065,6861,A_23_P84941,FALSE,chrX
SLC27A6,solute carrier family 27 member 6,Up,28965,0.7160278398857878,0.876458009667518,1,1023297,10295,A_23_P41789,FALSE,chr5
PIGF,phosphatidylinositol glycan anchor biosynthesis class F,Up,5281,0.716027858706807,0.876458009667518,1,1053080,36728,A_23_P131653,FALSE,chr2
CHTOP,chromatin target of PRMT1,Down,26097,0.716027858706807,0.876458009667518,1,1045040,29786,A_23_P138253,FALSE,chr1
RB1CC1,RB1 inducible coiled-coil 1,Up,9821,0.716027858706807,0.876458009667518,1,1019029,6833,A_23_P9056,FALSE,chr8
HAT1,histone acetyltransferase 1,Down,8520,0.7162918850961438,0.8766740329201643,1,1017322,5479,A_23_P339480,FALSE,chr2
PITRM1,pitrilysin metallopeptidase 1,Up,10531,0.7164239110138213,0.8767284669305153,1,1047288,31823,CUST_11102_PI416261804,FALSE,chr10
MT1M,metallothionein 1M,Down,4499,0.7168200396159214,0.877106045541769,1,1054014,45875,A_23_P66241,FALSE,chr16
NDP,norrin cystine knot growth factor NDP,Down,4693,0.7173483295994629,0.8776452257310962,1,1053849,37399,A_23_P73609,FALSE,chrX
RAD23B,"RAD23 homolog B, nucleotide excision repair protein",Up,5887,0.7176125253184591,0.8777539793012152,1,1052337,36087,A_23_P255273,FALSE,chr9
WDR20,WD repeat domain 20,Down,91833,0.7176125253184591,0.8777539793012152,1,1024286,11183,CUST_10549_PI416261804,FALSE,chr14
RAB4A,"RAB4A, member RAS oncogene family",Down,5867,0.7180088822252838,0.8780242943709845,1,1047134,31687,A_23_P217938,TRUE,chr1
ZDHHC8P1,zinc finger DHHC-type containing 8 pseudogene 1,Up,150244,0.7180088822252838,0.8780242943709845,1,1012123,1352,A_23_P356731,FALSE,chr22
RAD51B,RAD51 paralog B,Down,5890,0.7181410180674255,0.8780258114837158,1,1023124,10143,A_23_P48481,FALSE,chr14
ZNF629,zinc finger protein 629,Up,23361,0.7182731623401838,0.8780258114837158,1,1011521,910,A_23_P163820,FALSE,chr16
CACNG5,calcium voltage-gated channel auxiliary subunit gamma 5,Down,27091,0.7182731623401838,0.8780258114837158,1,1060120,42094,A_32_P218143,TRUE,chr17
NALCN,"sodium leak channel, non-selective",Down,259232,0.7185374761631855,0.878134523590205,1,1032738,18548,A_23_P76633,FALSE,chr13
C2,complement C2,Down,717,0.7185374761631855,0.878134523590205,1,1010542,207,A_32_P162183,FALSE,chr6
GNPDA1,glucosamine-6-phosphate deaminase 1,Down,10007,0.7188018236655513,0.8781904338272313,1,1047927,32405,CUST_10255_PI416261804,FALSE,chr5
VPS18,VPS18 core subunit of CORVET and HOPS complexes,Up,57617,0.7189340100375117,0.8781904338272313,1,1040512,25706,CUST_241_PI416379584,FALSE,chr15
MTO1,mitochondrial tRNA translation optimization 1,Up,25821,0.7189340100375117,0.8781904338272313,1,1018479,6400,A_23_P145068,FALSE,chr6
WASF2,WASP family member 2,Down,10163,0.7189340100375117,0.8781904338272313,1,1061214,42319,A_24_P148373,TRUE,chr1
CTNNBIP1,catenin beta interacting protein 1,Up,56998,0.7190662048185308,0.8782447829067896,1,1025473,12189,A_23_P23584,FALSE,chr1
LAPTM4A,lysosomal protein transmembrane 4 alpha,Down,9741,0.7191984080050131,0.8782991289953904,1,1048204,32656,A_23_P90659,FALSE,chr2
CARD14,caspase recruitment domain family member 14,Up,79092,0.7193306195933622,0.8783534720897365,1,1039363,45407,A_23_P207879,FALSE,chr17
USP15,ubiquitin specific peptidase 15,Down,9958,0.7195950679612713,0.8784621492824783,1,1047983,32456,A_23_P204269,FALSE,chr12
SLC46A1,solute carrier family 46 member 1,Down,113235,0.7195950679612713,0.8784621492824783,1,1036332,21829,A_23_P335069,FALSE,chr17
VANGL2,VANGL planar cell polarity protein 2,Up,57216,0.7197273047336348,0.8785164833742831,1,1030622,16656,CUST_495_PI416379584,FALSE,chr1
CADM2,cell adhesion molecule 2,Up,253559,0.7201240653611658,0.878733789634194,1,1032961,18748,A_32_P129200,FALSE,chr3
ARFIP1,ADP ribosylation factor interacting protein 1,Down,27236,0.7201240653611658,0.878733789634194,1,1024630,11455,A_24_P166094,FALSE,chr4
TMPRSS5,transmembrane serine protease 5,Up,80975,0.7202563356618199,0.878733789634194,1,1038397,23747,A_23_P52797,FALSE,chr11
RPS2,ribosomal protein S2,Down,6187,0.7202563356618199,0.878733789634194,1,1069425,47485,CUST_2430_PI416261804,TRUE,chr16
KCNQ2,potassium voltage-gated channel subfamily Q member 2,Down,3785,0.7207855005590864,0.8792722624678635,1,1026942,13429,CUST_400_PI416408490,FALSE,chr20
PRSS27,serine protease 27,Up,83886,0.720917812689044,0.8793265500935551,1,1037981,23358,CUST_11742_PI416261804,FALSE,chr16
IQCB1,IQ motif containing B1,Down,9657,0.7210501331740469,0.8793808346857758,1,1026192,12822,CUST_14928_PI416261804,FALSE,chr3
CLEC4G,C-type lectin domain family 4 member G,Down,339390,0.7211824620104881,0.8794351162412358,1,1032037,17933,A_23_P153390,FALSE,chr19
DCHS1,dachsous cadherin-related 1,Up,8642,0.7213147991947597,0.8794893947566448,1,1049487,33784,A_23_P98645,FALSE,chr11
ZNF624,zinc finger protein 624,Down,57547,0.7214471447232538,0.8795436702287147,1,1040584,25772,A_23_P153037,FALSE,chr17
NEU1,neuraminidase 1,Up,4758,0.7215794985923609,0.8795979426541572,1,1053757,37313,A_24_P394533,FALSE,chr6_GL000253v2_alt
MYLK,myosin light chain kinase,Up,4638,0.721711860798471,0.8796522120296846,1,1029218,15420,A_24_P319923,FALSE,chr3
DPP8,dipeptidyl peptidase 8,Down,54878,0.7219766102072576,0.8797607416178483,1,1042577,27562,A_23_P205929,FALSE,chr15
HAPLN2,hyaluronan and proteoglycan link protein 2,Up,60484,0.7219766102072576,0.8797607416178483,1,1040210,25426,A_23_P149232,FALSE,chr1
COPS3,COP9 signalosome subunit 3,Down,8533,0.7222413929207189,0.8798692589669196,1,1049597,33887,CUST_8721_PI416261804,FALSE,chr17
ACSL3,acyl-CoA synthetase long chain family member 3,Down,2181,0.7222413929207189,0.8798692589669196,1,1026357,12972,A_24_P248606,FALSE,chr2
PRPF38A,pre-mRNA processing factor 38A,Down,84950,0.722506208909949,0.8799777640506239,1,1027435,45077,A_23_P200186,FALSE,chr1
ADAL,adenosine deaminase like,Up,161823,0.722506208909949,0.8799777640506239,1,1012433,1593,A_32_P221694,FALSE,chr15
UBR3,ubiquitin protein ligase E3 component n-recognin 3,Down,130507,0.7231683942747078,0.8804131544781363,1,1035351,20930,A_23_P5405,FALSE,chr2
MAML3,mastermind like transcriptional coactivator 3,Down,55534,0.7233008562430105,0.8804131544781363,1,1041849,26902,CUST_1527_PI416261804,FALSE,chr4
TMEM120B,transmembrane protein 120B,Down,144404,0.7233008562430105,0.8804131544781363,1,1010441,127,A_24_P119131,FALSE,chr12
SPATS2,spermatogenesis associated serine rich 2,Up,65244,0.7234333265013198,0.8804131544781363,1,1039551,24823,CUST_568_PI416261804,FALSE,chr12
ZCCHC14,zinc finger CCHC-type containing 14,Down,23174,0.7235658050460148,0.8804131544781363,1,1045956,30626,A_24_P176484,FALSE,chr16
RGMA,repulsive guidance molecule BMP co-receptor a,Down,56963,0.7235658050460148,0.8804131544781363,1,1041038,26137,A_23_P372308,FALSE,chr15
COPG2,coatomer protein complex subunit gamma 2,Up,26958,0.7236982918734747,0.8804131544781363,1,1044755,29528,CUST_6503_PI416261804,FALSE,chr7
CYTH1,cytohesin 1,Down,9267,0.7236982918734747,0.8804131544781363,1,1024252,11151,A_23_P83781,FALSE,chr17
FLRT3,fibronectin leucine rich transmembrane protein 3,Down,23767,0.7238307869800775,0.8804131544781363,1,1024747,11564,CUST_6137_PI416261804,FALSE,chr20
COL27A1,collagen type XXVII alpha 1 chain,Down,85301,0.7238307869800775,0.8804131544781363,1,1062000,42542,A_23_P158096,TRUE,chr9
SENP6,SUMO specific peptidase 6,Down,26054,0.7238307869800775,0.8804131544781363,1,1062256,42594,A_24_P106382,TRUE,chr6
MED6,mediator complex subunit 6,Down,10001,0.7239632903622009,0.8804673779071023,1,1047937,32415,A_23_P54170,FALSE,chr14
TMEM108,transmembrane protein 108,Down,66000,0.7246259312787804,0.8811662508592237,1,1039492,24771,A_23_P254688,FALSE,chr3
HDAC8,histone deacetylase 8,Up,55869,0.7248910454471812,0.8812746059376074,1,1041473,26552,A_23_P84922,FALSE,chrX
CFAP43,cilia and flagella associated protein 43,Down,80217,0.7248910454471812,0.8812746059376074,1,1038584,23925,A_23_P333038,FALSE,chr10
KCNV1,potassium voltage-gated channel modifier subfamily V member 1,Down,27012,0.7250236149029652,0.8812759845525183,1,1044727,29502,CUST_2098_PI416261804,FALSE,chr8
USP37,ubiquitin specific peptidase 37,Up,57695,0.7251561926016328,0.8812759845525183,1,1040450,25645,A_24_P15114,FALSE,chr2
PSMC3IP,PSMC3 interacting protein,Down,29893,0.7251561926016328,0.8812759845525183,1,1030392,16450,A_24_P287941,FALSE,chr17
SOCS2,suppressor of cytokine signaling 2,Down,8835,0.7254213727130983,0.8814912785279657,1,1049249,33578,A_23_P128215,FALSE,chr12
ANP32B,acidic nuclear phosphoprotein 32 family member B,Down,10541,0.7255539751186337,0.881545438830138,1,1047272,31807,A_23_P20615,FALSE,chr9
MAD1L1,mitotic arrest deficient 1 like 1,Down,8379,0.7256865857525283,0.8815995959876037,1,1025071,11843,A_23_P333735,FALSE,chr7
KBTBD4,kelch repeat and BTB domain containing 4,Down,55709,0.726349762220209,0.8822982191743296,1,1018926,6755,A_23_P202696,FALSE,chr11_KZ559109v1_fix
MFSD3,major facilitator superfamily domain containing 3,Up,113655,0.7264824221479401,0.882352331763429,1,1036305,21806,A_23_P406350,FALSE,chr8
CDK2AP1,cyclin dependent kinase 2 associated protein 1,Down,8099,0.7267477666085029,0.8824076660997031,1,1049971,34228,A_23_P139486,FALSE,chr12
C19orf57,chromosome 19 open reading frame 57,Up,79173,0.7267477666085029,0.8824076660997031,1,1039300,24595,A_23_P164814,FALSE,chr19
MRPS28,mitochondrial ribosomal protein S28,Down,28957,0.7268804511340574,0.8824076660997031,1,1044404,29210,CUST_5064_PI416261804,FALSE,chr8
ZSCAN5A,zinc finger and SCAN domain containing 5A,Up,79149,0.7268804511340574,0.8824076660997031,1,1039332,24625,A_23_P90233,FALSE,chr19
PLXNB1,plexin B1,Down,5364,0.7271458447575145,0.8825158755789299,1,1018829,6678,A_23_P57961,FALSE,chr3
DYNC2H1,dynein cytoplasmic 2 heavy chain 1,Up,79659,0.7271458447575145,0.8825158755789299,1,1018350,6295,A_23_P147397,FALSE,chr11
TMSB15B,thymosin beta 15B,Up,286527,0.7274112711198297,0.8826240723366018,1,1032207,18089,A_23_P96599,FALSE,chrX
ADPRHL1,ADP-ribosylhydrolase like 1,Down,113622,0.7274112711198297,0.8826240723366018,1,1027523,13958,A_23_P48438,FALSE,chr13
GMEB1,glucocorticoid modulatory element binding protein 1,Down,10691,0.7275439965689543,0.8826781659366983,1,1065355,43383,A_24_P621023,TRUE,chr1
IFT122,intraflagellar transport 122,Up,55764,0.7278094719849202,0.8828932831565101,1,1027006,13488,A_23_P212447,FALSE,chr3
CASP9,caspase 9,Up,842,0.727942221944473,0.8829473607742191,1,1025559,12272,A_23_P97309,FALSE,chr1
CLUHP3,clustered mitochondria homolog pseudogene 3,Down,100132341,0.7280749800668784,0.8830014351931356,1,1017695,5770,A_23_P89062,FALSE,chr16
LZIC,leucine zipper and CTNNBIP1 domain containing,Up,84328,0.728606094112092,0.8833786798744034,1,1037643,23038,A_23_P784,FALSE,chr1
PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta,Down,5577,0.728738892994053,0.8833786798744034,1,1052698,36403,A_23_P42975,FALSE,chr7_KV880765v1_fix
RAB8B,"RAB8B, member RAS oncogene family",Up,51762,0.728738892994053,0.8833786798744034,1,1043117,28053,A_23_P37535,FALSE,chr15
SGK2,serum/glucocorticoid regulated kinase 2,Down,10110,0.728738892994053,0.8833786798744034,1,1030038,16160,A_24_P151356,FALSE,chr20
KIF25,kinesin family member 25,Down,3834,0.7291373384711186,0.8836477438520853,1,1054732,45897,A_23_P59410,FALSE,chr6
LAYN,layilin,Up,143903,0.7291373384711186,0.8836477438520853,1,1034812,20433,A_23_P127565,FALSE,chr11
TUBB2B,tubulin beta 2B class IIb,Down,347733,0.7292701698950301,0.8837017765402749,1,1018215,6180,A_24_P314477,FALSE,chr6
ARMC6,armadillo repeat containing 6,Up,93436,0.729403009445299,0.8837558059994223,1,1036479,21965,CUST_436_PI417507815,FALSE,chr19
TRNP1,TMF1 regulated nuclear protein 1,Up,388610,0.7295358571182716,0.8838098322262729,1,1025466,12183,A_24_P734953,FALSE,chr1
ROBO4,roundabout guidance receptor 4,Down,54538,0.7298015768177106,0.8840247962081231,1,1042836,27792,A_23_P344421,FALSE,chr11
SSBP3,single stranded DNA binding protein 3,Up,23648,0.7299344488368662,0.8840788063198328,1,1012940,46234,CUST_2734_PI416261804,TRUE,chr1
HK2,hexokinase 2,Up,3099,0.7300673289641039,0.884132813187391,1,1055694,38912,A_23_P398460,FALSE,chr2
DLD,dihydrolipoamide dehydrogenase,Up,1738,0.7303331135281967,0.8842408171770477,1,1057617,40329,A_23_P111835,FALSE,chr7
FLT1,fms related tyrosine kinase 1,Up,2321,0.7303331135281967,0.8842408171770477,1,1015300,3952,CUST_17095_PI416261804,FALSE,chr13
PIF1,PIF1 5'-to-3' DNA helicase,Down,80119,0.7305989304807223,0.8842419252881258,1,1038660,23996,A_23_P416468,FALSE,chr15
GRIP2,glutamate receptor interacting protein 2,Down,80852,0.7305989304807223,0.8842419252881258,1,1066617,43694,A_32_P463538,TRUE,chr3
TTC37,tetratricopeptide repeat domain 37,Up,9652,0.7305989304807223,0.8842419252881258,1,1067490,43914,A_23_P61854,FALSE,chr5
DHCR7,7-dehydrocholesterol reductase,Up,1717,0.7315295444506644,0.8850473430142507,1,1057643,40355,A_23_P24444,FALSE,chr11
UBE3D,ubiquitin protein ligase E3D,Down,90025,0.7315295444506644,0.8850473430142507,1,1036937,22385,A_24_P626931,FALSE,chr6
ARL13B,ADP ribosylation factor like GTPase 13B,Up,200894,0.7315295444506644,0.8850473430142507,1,1033508,19248,A_24_P328668,FALSE,chr3
COLEC11,collectin subfamily member 11,Down,78989,0.7319285000447041,0.8854230489789401,1,1024102,11010,A_23_P120125,FALSE,chr2
TOX4,TOX high mobility group box family member 4,Up,9878,0.7320615013539022,0.8854769748228019,1,1060684,47308,CUST_2911_PI416261804,FALSE,chr14
GSTM5,glutathione S-transferase mu 5,Down,2949,0.7323275281170678,0.8854788389507123,1,1055886,39068,A_23_P97606,FALSE,chr1
ST6GALNAC1,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",Down,55808,0.7323275281170678,0.8854788389507123,1,1041553,26628,A_23_P54968,FALSE,chr17
MC1R,melanocortin 1 receptor,Up,4157,0.732460553563697,0.8854788389507123,1,1054273,37772,A_23_P329271,FALSE,chr16
CHRDL1,chordin like 1,Up,91851,0.732460553563697,0.8854788389507123,1,1010795,385,A_24_P168925,FALSE,chrX
S100B,S100 calcium binding protein B,Down,6285,0.7325935870487968,0.8854788389507123,1,1051835,35745,A_23_P143526,FALSE,chr21
NEMP2,nuclear envelope integral membrane protein 2,Down,100131211,0.7325935870487968,0.8854788389507123,1,1019825,7452,CUST_873_PI416573500,FALSE,chr2
CD86,CD86 molecule,Up,942,0.7328596308955383,0.8856935003364617,1,1058458,41058,A_23_P109988,FALSE,chr3
MTSS2,MTSS I-BAR domain containing 2,Down,92154,0.7331258013004724,0.8858013723724579,1,1036629,22107,A_23_P403745,FALSE,chr16
PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2,Up,5049,0.7331258013004724,0.8858013723724579,1,1067984,44021,A_23_P370142,FALSE,chr11
C12orf29,chromosome 12 open reading frame 29,Down,91298,0.7332588749228462,0.8858552748796457,1,1026424,13034,A_23_P310068,FALSE,chr12
GRM2,glutamate metabotropic receptor 2,Up,2912,0.7336581438738677,0.8861238273734063,1,1019613,7285,A_23_P332178,FALSE,chr3
CAMSAP3,calmodulin regulated spectrin associated protein family member 3,Up,57662,0.7336581438738677,0.8861238273734063,1,1012596,1727,CUST_14812_PI416261804,FALSE,chr19
DNAJC27,DnaJ heat shock protein family (Hsp40) member C27,Down,51277,0.733924363207703,0.8863384675786226,1,1043564,28459,A_32_P13795,FALSE,chr2
MAP3K5,mitogen-activated protein kinase kinase kinase 5,Up,4217,0.7343237521846295,0.8863411944860982,1,1054209,37716,A_23_P134125,FALSE,chr6
SUPT4H1,"SPT4 homolog, DSIF elongation factor subunit",Up,6827,0.7343237521846295,0.8863411944860982,1,1051032,35138,A_24_P1910,FALSE,chr17
NDN,"necdin, MAGE family member",Down,4692,0.7344568978225334,0.8863411944860982,1,1053851,37401,A_23_P106405,FALSE,chr15
TGFBRAP1,transforming growth factor beta receptor associated protein 1,Down,9392,0.7344568978225334,0.8863411944860982,1,1017562,5665,A_23_P395111,TRUE,chr2
CACYBP,calcyclin binding protein,Up,27101,0.7345900514437667,0.8863411944860982,1,1044657,29444,A_23_P74034,FALSE,chr1
ENGASE,endo-beta-N-acetylglucosaminidase,Down,64772,0.7345900514437667,0.8863411944860982,1,1021285,8684,A_23_P152583,FALSE,chr17
ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4,Down,9507,0.7347232130446476,0.8863411944860982,1,1048506,32914,A_23_P360754,FALSE,chr1
MRPS26,mitochondrial ribosomal protein S26,Down,64949,0.7347232130446476,0.8863411944860982,1,1039632,24894,A_23_P252536,FALSE,chr20
WTIP,WT1 interacting protein,Up,126374,0.7347232130446476,0.8863411944860982,1,1010512,183,CUST_51_PI416379584,FALSE,chr19
MST1,macrophage stimulating 1,Down,4485,0.7351227456883471,0.8866095598365781,1,1054031,37556,A_24_P148796,FALSE,chr3
FAM219B,family with sequence similarity 219 member B,Down,57184,0.7351227456883471,0.8866095598365781,1,1040769,25936,CUST_400_PI416261804,FALSE,chr15
ACOT13,acyl-CoA thioesterase 13,Up,55856,0.7355223500162601,0.8869846836540015,1,1015020,3718,A_23_P31116,FALSE,chr6
SNRK,SNF related kinase,Down,54861,0.7356555673715226,0.8870385131436999,1,1018591,6489,A_23_P211985,FALSE,chr3
TMEM183A,transmembrane protein 183A,Up,92703,0.7360552671235578,0.8873605924170871,1,1066712,43725,A_24_P182586,TRUE,chr1
ABCA7,ATP binding cassette subfamily A member 7,Up,10347,0.7361885162573556,0.8873605924170871,1,1047519,32029,A_23_P39481,FALSE,chr19
